["LRY-REL-014285","CLAUSE_SEQUENCE","S08-LRY-PAIR-072-C003","S08-LRY-PAIR-072-C004","FORWARD",["SEQUENCE"],"LRY-PC-0700","ACTIVE"]
["LRY-LINE-0886",886,"LRY-PC-0114","HEADING_OR_CONTROL",["ASSERTION"],"生年忌入田宅：","2969c3a9e51695eae560748e58742ac2980eb28f58de6bb6f420067410e5bf1e","ACTIVE"]
["LRY-LINE-0887",887,"LRY-PC-0114","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.生活的「压力」。","2836d298c61daf50a7b5820922a5cbc357b67f8d87c3cb7f3cf6b51f2e68f1d9","ACTIVE"]
["LRY-LINE-0888",888,"LRY-PC-0114","ACTIVE_SOURCE_TEXT",["NEGATION","ALTERNATIVE","QUANTITY"],"\t2.房子「小」或「旧」，或「环境不佳」。","87e7b6354a531f491b5fce4fbf5e15ca44d6e4c607728460bd8f07a17a33b6f0","ACTIVE"]
["LRY-LINE-0889",889,"LRY-PC-0114","ACTIVE_SOURCE_TEXT",["LIMITATION","QUANTITY"],"\t3.「守成」、「俭约」、「安静守分」、「顾家」，辛苦起家。","7f1ebc04270416868d939e869572995e797b041fc47a2824a4e27cad58315add","ACTIVE"]
["LRY-LINE-0890",890,"LRY-PC-0114","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t4.宜「上班族」安定，或「现金生意」。","1c712fc47568cc735df2f600f5bdb241866b6dc83a99dcd92ef2b362b9636979","ACTIVE"]
["LRY-LINE-0891",891,"LRY-PC-0114","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t5.格局佳，「积沙成塔」、小生意赚大钱。","7f875c3e98f82fe979cb331e767089c3dac487ad266d1127a950abe54af6ac8c","ACTIVE"]
["LRY-LINE-0892",892,"LRY-PC-0114","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t6.少人事交际往来。","45764c3b8d0f6f16bf25f66b9a53b380aab74a4d3c248bbf300661737838e483","ACTIVE"]
["LRY-LINE-0893",893,"LRY-PC-0114","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t7.容易是「长子」。","d6f5b7559ce8d54d1311c98c153fc9abe00a60b455bded3db343064ce6bb898e","ACTIVE"]
["LRY-LINE-0894",894,"LRY-PC-0114","ACTIVE_SOURCE_TEXT",["NEGATION","ALTERNATIVE","QUANTITY","SUBJECT_SCOPE"],"\t8.父母辛苦不得志、或为有憾。","36afb073e0a3c24ce6ebfee0cf753d5b9070a5cf312022ddb45f57ee4319865f","ACTIVE"]
["LRY-LINE-0895",895,"LRY-PC-0114","ACTIVE_SOURCE_TEXT",["NEGATION","COMPARISON","QUANTITY","SUBJECT_SCOPE"],"\t9.有家庭的责任感，也有家庭的压力，比较不跟亲戚往来〈冲子女〉。","5ffccb24366f78ef18d141b835e53bf5f4f7bb7bd9cb77bf57b3066a69557ed6","ACTIVE"]
["LRY-LINE-0896",896,"LRY-PC-0114","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-0897",897,"LRY-PC-0115","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"十一、〈福德宫〉","622091a4e33e7bf250f56ecdde3a8a63ef5ae84005d5b4d0659ba90ea12f8aea","ACTIVE"]
["LRY-LINE-0898",898,"LRY-PC-0116","HEADING_OR_CONTROL",["ASSERTION"],"生年禄入福德：","fc32d7772f253801c7d1ee06213a9d7c4efd69b47cc5ce2e4708dd27c1dc272e","ACTIVE"]
["LRY-LINE-0899",899,"LRY-PC-0116","ACTIVE_SOURCE_TEXT",["COMPARISON","QUANTITY"],"\t1.快乐、「乐天知足」、「少计较」。","cfd7e7cf4cac34ede38c92182c1eb4ea71b945f13fd4352ca0e34b3d1d31efc7","ACTIVE"]
["LRY-LINE-0900",900,"LRY-PC-0116","ACTIVE_SOURCE_TEXT",["CONTRAST","QUANTITY"],"\t2.兴趣广，但「少坚持」。","24a2bf565b06549a5f3bd6e9d731865f42694a4a41efb4efea8dee610bcc284f","ACTIVE"]
["LRY-LINE-0901",901,"LRY-PC-0116","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t3.防「散漫」、「不积极」、「漫不经心」。","dc9ae4de927713d6e0a095e3b90fa64f5560d8fec742a6b16eb36945eb99114c","ACTIVE"]
["LRY-LINE-0902",902,"LRY-PC-0116","ACTIVE_SOURCE_TEXT",["CONDITION","NEGATION","ALTERNATIVE","QUANTITY"],"\t4.「福报好」、「不求自得」、「心想事成」、安逸有福。「遇难呈祥」或「祸不临身」。","038f0a43f8773db02d1b7f425bcd15b9b4ac8b0aa88f70e084b03ff7a855b93c","ACTIVE"]
["LRY-LINE-0903",903,"LRY-PC-0116","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t5.「寿相」、「晚景优」。","28e0886cd5393f70de2a27450c42a5e890a22f27da588d07281e6d5815f17411","ACTIVE"]
["LRY-LINE-0904",904,"LRY-PC-0116","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t6.少「恶疾」、「久病」之折磨。","064cdd47fa3b17164ecc9e82fa24954c096fc7ff74f50c4ca9257d403beba852","ACTIVE"]
["LRY-LINE-0905",905,"LRY-PC-0116","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t7.适合「兴趣」、「才华」、「心灵」等精神工作，也可从事「休闲」、「旅游」事业，以及做自己「喜欢的工作」。","364542ace3205f13fa517e6b763d094e1df636500a9d4dad726194b75578581a","ACTIVE"]
["LRY-LINE-0906",906,"LRY-PC-0116","ACTIVE_SOURCE_TEXT",["CONDITION","NEGATION","QUANTITY"],"\t8.逢「偏财星」，中奖、意外财，不劳而获。","1f96c4ac78e351feaa46a795ef9ad3fbefff6145ab0f82a78ca4857a0197ef54","ACTIVE"]
["LRY-LINE-0907",907,"LRY-PC-0117","HEADING_OR_CONTROL",["ASSERTION"],"生年权入福德：","0224b2e8c12ee5f2877198cb070979713f939ee4ec64f707e8a2a4fa65deea80","ACTIVE"]
["LRY-LINE-0908",908,"LRY-PC-0117","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.积极、自信、「企图」、「欲望」。","1e46b5a33341d27178efa698a7ec07652588f7ac59fe33737251a5409fb56e1d","ACTIVE"]
["LRY-LINE-0909",909,"LRY-PC-0117","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.「敢赚敢花」、重「物质生活」。","9e519ed291143a98c94b8267f927422c67908e085715539c4a34188908954d2f","ACTIVE"]
["LRY-LINE-0910",910,"LRY-PC-0117","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.福厚，常「心想事成」。","f60332e6e31ec5e875db5ec5b57276aa1112438596b0d7d08213068f10e02b58","ACTIVE"]
["LRY-LINE-0911",911,"LRY-PC-0117","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t4.防「好大喜功」、「爱面子」、「奢华浪费」。","669f5b04b78b0d81df7b908eda80fd78da66d91c521e218dc66b6cc71d3ada5a","ACTIVE"]
["LRY-LINE-0912",912,"LRY-PC-0117","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t5.拥「专业」、「技能」常大笔收入。","521185521e1968706e75b278255e80e0280b035d0b02ea6a6f8912eb5ed3ade6","ACTIVE"]
["LRY-LINE-0913",913,"LRY-PC-0117","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t6.做生意走高质量〈格调〉、高价位、大手笔的作法。","26adeee7d2d6ca162c7ea7ae47f66bf3b9c4a3b25cb1779250fc9fc4fc1c0c78","ACTIVE"]
["LRY-LINE-0914",914,"LRY-PC-0117","ACTIVE_SOURCE_TEXT",["CONDITION","QUANTITY"],"\t7.逢「偏财星」，投机、中奖。","9aae4e40deaae3416bbf48f36e9ea55b24ff3c75a92c6e800a40bc5afa602f47","ACTIVE"]
["LRY-LINE-0915",915,"LRY-PC-0118","HEADING_OR_CONTROL",["ASSERTION"],"生年科入福德：","6b813bbf9f71a0d5c9e65c11f2e8f35d17747b4ba32898610bffbfac23592f0c","ACTIVE"]
["LRY-LINE-0916",916,"LRY-PC-0118","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t1.「恬淡安逸」、「修心养性」、「不好虚华」。","34ecfad53744c201e8bf776811a8293fd96c4a4c156d25d8c47b0e89e8f9fc65","ACTIVE"]
["LRY-LINE-0917",917,"LRY-PC-0118","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t2.个性平和、「不疾不徐」。","b6acbcbd37ffd4dc5828e03df09055298c512f41ae40201fac0ab9fb75e5564e","ACTIVE"]
["LRY-LINE-0918",918,"LRY-PC-0118","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.「内涵」、「品味」、「清静」。","9afa7d1154089f0f124e2ac3c94a96840369a9ad21cb9b500df7d4925b570dea","ACTIVE"]
["LRY-LINE-0919",919,"LRY-PC-0118","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t4.临急「贵人」好。","7b6ef254e40556d7f4103239d2e3ef2a886bd516a81148c6e456ab64c6bbe017","ACTIVE"]
["LRY-LINE-0920",920,"LRY-PC-0119","HEADING_OR_CONTROL",["ASSERTION"],"生年忌入福德：","8cf506df829b3df558364b6048f877df64a10bcb7c4c2a584f5845e995fd9823","ACTIVE"]
["LRY-LINE-0921",921,"LRY-PC-0119","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.重享受、敢花钱〈财帛忌出〉。","5485161b41803c33f932e38979af17df18885828a3f79934860d142ad7b41d11","ACTIVE"]
["LRY-LINE-0922",922,"LRY-PC-0119","ACTIVE_SOURCE_TEXT",["NEGATION","ALTERNATIVE","QUANTITY"],"\t2.防「执性过重」而不能顾全大局，或「玩物丧志」、「沉迷所好」而不能自拔。","94d89bdbe4062ad3b496ddd20e985b89facc6a9c84f923e1ffc7c0ff8e6b2246","ACTIVE"]
["LRY-LINE-0923",923,"LRY-PC-0119","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.适合专业性的「研发、设计」等兴趣的工作〈会禄权显达〉。","087e2fc2faa38480a181cd3344ceb8b57deba2f8c4fb1866aea6ec6181efca8c","ACTIVE"]
["LRY-LINE-0924",924,"LRY-PC-0119","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t4.也适合中介、技术、会计、顾问、代书等「服务业」〈冲财帛，不适合「囤货」、「压本」〉。","233127d0616eb1321737dbfefeb03155ac353e89f045c698d3becec59630035e","ACTIVE"]
["LRY-LINE-0925",925,"LRY-PC-0119","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t5.少投机，远赌、毒、酒、色等「不良嗜好」，以免「迷情妄欲」，也防「着于爱恨」、「偏执喜乐」自毁前程。","3438e46bbb486b0cab5d87ec3e13a4a05d9735e874b1e97f41e83af77f005ca4","ACTIVE"]
["LRY-LINE-0926",926,"LRY-PC-0119","ACTIVE_SOURCE_TEXT",["COMPARISON","QUANTITY"],"\t6.命格差，「业力较重」，容易「杞人忧天」、「忧患太过」。女命尤显。","03454501506776cc24a402ca964f9720c214fa77b65587ad5ef53f84278fa229","ACTIVE"]
["LRY-LINE-0927",927,"LRY-PC-0119","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t7.或命运「乖违、颠沛」等困顿。","2494c6a4a74b6a2868b18106e004194082bf8a21bca786e13864e7fe6d34c57a","ACTIVE"]
["LRY-LINE-0928",928,"LRY-PC-0119","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t8.烦恼多，精神压力大。","99a49412a63bfe2ae88069cea39130a48df99008694098e75e6b30863d08bfcc","ACTIVE"]
["LRY-LINE-0929",929,"LRY-PC-0119","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-0930",930,"LRY-PC-0120","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"十二、〈父母宫〉","508ec416eed4c0afd747a1789c0d142718c93a934af6125c094ad5a474aa7a27","ACTIVE"]
["LRY-LINE-0931",931,"LRY-PC-0121","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"生年禄入父母：","2e6f7c83d806bf366951143c352e42b81cd2aaf9590c5166f175ad7d60405da4","ACTIVE"]
["LRY-LINE-0932",932,"LRY-PC-0121","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.「和颜悦色」、「恭敬有礼」。","1f6ebf709e2c686726e3fa8edf0888c0fcf05aa5abc92b05c46e33ea374053f8","ACTIVE"]
["LRY-LINE-0933",933,"LRY-PC-0121","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t2.「长辈缘好」、父母「好沟通」。","feb77bb5333b46d7c1e1ee1a85b23ffaf13d96b79962121faad2fefd6a0a47c8","ACTIVE"]
["LRY-LINE-0934",934,"LRY-PC-0121","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.利于念书、考试、「公职」。","18827045cebf9106803f48bbf3cc7b080569b4fbdbe8bd60c6b9a27b0ba8f098","ACTIVE"]
["LRY-LINE-0935",935,"LRY-PC-0121","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t4.获「父母之荫」，也容易「上司拔擢」。","c6f227581d60019bbc475ef6b146cab9bb1955197898d559bc361b328e94702f","ACTIVE"]
["LRY-LINE-0936",936,"LRY-PC-0121","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t5.外〈夫〉家「家境好」。","ca408f59f0c43d5391759d25caddf5505557c77215bba0205d78b871fc439540","ACTIVE"]
["LRY-LINE-0937",937,"LRY-PC-0121","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t6.子女「事业顺利」。","0fc95aca457dd615f4485f3ad2c14533f00a1be892fd4e5cfa1f2cb4af1516f4","ACTIVE"]
["LRY-LINE-0938",938,"LRY-PC-0121","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t7.防「阿谀谗媚」、「虚伪赞叹」。","353760955504a94a58233bd8fa5449941f7c108c38cb9a7a1a6ea14049320292","ACTIVE"]
["LRY-LINE-0939",939,"LRY-PC-0121","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","SEQUENCE","QUANTITY"],"\t8.与人金钱往来顺利，或是周转有门道。","55ee704103bc52e11a5dba331ac34680ae151f6f69371da6a01b08e5d5f01bdc","ACTIVE"]
["LRY-LINE-0940",940,"LRY-PC-0121","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","COMPARISON","QUANTITY"],"\t9.会让自己比较快乐，感情上有美好的想法或幻想很美好。手头方面，会想好好享受。","7db6766be7636103c3f5e35be0cbca17c367d7f60a0cb8bc1a8daae0de914946","ACTIVE"]
["LRY-LINE-0941",941,"LRY-PC-0122","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"生年权入父母：","ef7176a416d40d7427c0a588cc68db91780a6a442561a4b217ab06c8dfa8a12d","ACTIVE"]
["LRY-LINE-0942",942,"LRY-PC-0122","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t1.防「得理不饶人」、「傲慢无理」、「尖锐」、「不谦虚」，个性「太冲」。","ebf0579c333f110610a6adf628b83eca3cbd8f889b09fc3a0c32a5505d6ae573","ACTIVE"]
["LRY-LINE-0943",943,"LRY-PC-0122","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.利于念书、考试、公职。","767818de790e2450dd1c10fe53b4ca0a05bdf0bc5a02d7cb124cd63698f35a4e","ACTIVE"]
["LRY-LINE-0944",944,"LRY-PC-0122","ACTIVE_SOURCE_TEXT",["CAUSAL","QUANTITY"],"\t3.多读圣贤书，则「谈吐有物」。学习「专业」、「技术」，则具「说服力」。","ad8e56ad5358acf5ae1e179305ff44733632d9fc993ffbff94e15b0a9d264773","ACTIVE"]
["LRY-LINE-0945",945,"LRY-PC-0122","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t4.父母「主见性」高。","c4778e066de756d988fc3b7d94f49e195bc7381ff1abf68178bd9f416fa49fbd","ACTIVE"]
["LRY-LINE-0946",946,"LRY-PC-0122","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t5.子女「事业有成」。","4e9e1bbb0647b5801d1cc1ca061ab1519dd16f5b471a84190bcd063c93a9bee2","ACTIVE"]
["LRY-LINE-0947",947,"LRY-PC-0122","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t6.有强势表达的一面。","7ebf85780f94beb388ff43baae116d9896e924e451e8d3b310f414cd763587ba","ACTIVE"]
["LRY-LINE-0948",948,"LRY-PC-0123","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"生年科入父母：","6c8bd586e36bf0d54859c6a9af9f84523e1dd0633500b4fb71d5447e926cdce5","ACTIVE"]
["LRY-LINE-0949",949,"LRY-PC-0123","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.文质、「谦和」、有「气质」。","8b4a2db385f313304cb5b7788c92ee00fc2779f304e2179687db5e4b6208af4b","ACTIVE"]
["LRY-LINE-0950",950,"LRY-PC-0123","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.谈吐「斯文」、「平和」。","985d2169386d97ce97dd184e614057905ea3e82b4f0e029636d93cf15b582bfd","ACTIVE"]
["LRY-LINE-0951",951,"LRY-PC-0124","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"生年忌入父母：","d0db7f062a8e9bef8bc0365f1a4d729ac3bfdd468e7e51e608b901771ef523fd","ACTIVE"]
["LRY-LINE-0952",952,"LRY-PC-0124","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.喜怒「形于」色、容易「得罪人」。","d549d5a286d8bc4f79e6d42b04c27a12b880c4f4d0d6e0d118ebe70b4c9dfbd3","ACTIVE"]
["LRY-LINE-0953",953,"LRY-PC-0124","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t2.长辈缘差。","32a3df163b459f29199687825471f86f6da386c11b783ec66ac2974c57107517","ACTIVE"]
["LRY-LINE-0954",954,"LRY-PC-0124","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY","SUBJECT_SCOPE"],"\t3.父母「固执」、不好沟通。","2f7d97dacbd77b7e8189368203a4a19c4666624bb86932d8d635bfec8d4a7187","ACTIVE"]
["LRY-LINE-0955",955,"LRY-PC-0124","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t4.个性「严肃」、「刻板」、「不善表达」、「不讨好」。","340cd601645c8bc3db8f7eeb8b638f863df2bd6a32d8b3846b33929ce7971cb6","ACTIVE"]
["LRY-LINE-0956",956,"LRY-PC-0124","ACTIVE_SOURCE_TEXT",["NECESSARY","QUANTITY"],"\t5.读书、考试「需认真」，一分耕耘一分收获。","3c556fabee66034d27596710fba95532ec41cd4b2b9d66351a0a20fe8e0451ec","ACTIVE"]
["LRY-LINE-0957",957,"LRY-PC-0124","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t6.格局好，「孝顺」、「爱念书」。慎防成「书呆子」。","20ed7be0cd94f272039323ad34279daf5cc4aa80676b6e4fd2a7efd8271af037","ACTIVE"]
["LRY-LINE-0958",958,"LRY-PC-0124","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t7.不善「察言观色」。","8ac097e1e39256f5c30d7a90c8d6847da539a7e87e0582e0fe5e8884ca4eef5e","ACTIVE"]
["LRY-LINE-0959",959,"LRY-PC-0124","ACTIVE_SOURCE_TEXT",["NECESSARY","QUANTITY"],"\t8.需尽「孝养之责」。","4f187e105b5a4cd57c0fd6df44edd0842e9b2e70f24e257bec331143d55dbbd0","ACTIVE"]
["LRY-LINE-0960",960,"LRY-PC-0124","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY"],"\t9.内敛，心情不开朗，影响健康〈冲疾厄〉。","98a91d67e9114e3e934af43a5608bd57599e301fa0db51a43144502d7dacdfd4","ACTIVE"]
["LRY-LINE-0961",961,"LRY-PC-0124","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t10.长辈个性固执〈命宫有生年忌〉。","e1df6fb3d294ff81fa9c20e4f3dc9485cda8dd081f931de3c9d1712eb200ef4f","ACTIVE"]
["LRY-LINE-0962",962,"LRY-PC-0124","ACTIVE_SOURCE_TEXT",["NEGATION","QUANTITY","SUBJECT_SCOPE"],"\t11.多注意文书证件的摆放跟处理。防忘记处理的时间、方法，容易「临急无智、忙乱」〈父母宫是文书宫、政府单位〉。","e41a0b8627f4f6a2119b471082330bad9c2d2ce315baa09ab462118b0fef8f30","ACTIVE"]
["LRY-LINE-0963",963,"LRY-PC-0124","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t12.长辈固执，难处理，影响工作的稳定度〈冲疾厄，官禄的田宅〉。","efa83dcbcb02cd1b5d123dc567f96ff951f07ac63931debc8efad8dd53e55c72","ACTIVE"]
["LRY-LINE-0964",964,"LRY-PC-0124","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-0965",965,"LRY-PC-0125","HEADING_OR_CONTROL",["ASSERTION"],"《命三方互化及自化的象义》","9f597068c03d6e52c6b52a41a913af54e0d6bc721c0f442e99dd9149561b190e","ACTIVE"]
["LRY-LINE-0966",966,"LRY-PC-0125","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-0967",967,"LRY-PC-0126","HEADING_OR_CONTROL",["SUBJECT_SCOPE"],"一、〈命宫 / 事业宫〉","03cca09e2705b3694354bf603efa5b17f5db3e7e15280c888f25662a59e70fe9","ACTIVE"]
["LRY-LINE-0968",968,"LRY-PC-0126","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-0969",969,"LRY-PC-0127","HEADING_OR_CONTROL",["ASSERTION"],"命禄入事业：","e1346c49e9db27a420617eeae175070b354c662f746016ea06fdbaa8d502eb42","ACTIVE"]
["LRY-LINE-0970",970,"LRY-PC-0127","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t1.「乐观」、「点子多」，也有「好运气」，容易找到自己「兴趣的工作」，「职场如意」或「工作愉快」。","e77555e750f1a53fefce4edb2364f9f6d30ae1a83d081a7d5738233f0c79f328","ACTIVE"]
["LRY-LINE-0971",971,"LRY-PC-0127","ACTIVE_SOURCE_TEXT",["CAUSAL","NEGATION","CONTRAST","ALTERNATIVE","SEQUENCE","QUANTITY"],"\t2.但「不很积极」、「不够敬业」，也容易「见异思迁」。工作如非兴趣则少积极专注，容易想「转行」或想「提前退休」。","4c2f3637766d10ffc0e0589da60a59a9decee9cf25c59e918eb107bd838134d6","ACTIVE"]
["LRY-LINE-0972",972,"LRY-PC-0127","ACTIVE_SOURCE_TEXT",["ALTERNATIVE","QUANTITY"],"\t3.适合做自己兴趣的行业〈最好一技之长〉或「自由业」。","cc9a77dc6f4d00f1d2bad50ada38a6242d01aaeea4fc23356eb5dce695ee8d20","ACTIVE"]
["LRY-LINE-0973",973,"LRY-PC-0127","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t4.配偶「开朗」、「外缘好」。","0524f36661a453b991e75edd0ae5311d6622ba50e7aa930b0b68783998cf3b76","ACTIVE"]
["LRY-LINE-0974",974,"LRY-PC-0127","ACTIVE_SOURCE_TEXT",["CONDITION","NEGATION","CONTRAST","QUANTITY","SUBJECT_SCOPE"],"\t5.但防「婚外情」〈逢桃花星〉〈事业宫为婚姻之外的非正式感情位─午妻、外婆〉。","c2b5899b28c548e1f6e659c47ef7055e76d807c9cc7579099513d387d3dc0d19","ACTIVE"]
["LRY-LINE-0975",975,"LRY-PC-0127","ACTIVE_SOURCE_TEXT",["CONDITION","CAUSAL","COMPARISON","QUANTITY"],"\t6.禄喜「权」会，则「机遇」会更扎实、「拓展」的空间会更大。会「科」则「稳当绵长」。会「忌」则「辛苦多得」。","5cedeff6906461f9fc217e37d243b424664b2739a242c1924c37081a8de75a76","ACTIVE"]
["LRY-LINE-0976",976,"LRY-PC-0128","HEADING_OR_CONTROL",["ASSERTION"],"事业禄入命：","158bbf38d449107a07cf1d2e2a59e335135418cd1d74130d355b19ded02d22b6","ACTIVE"]
["LRY-LINE-0977",977,"LRY-PC-0128","ACTIVE_SOURCE_TEXT",["CONDITION","QUANTITY"],"\t1.「运气好」、「乐观有福」。工作「容易入手」，也容易「工作顺心」〈含「收入」、「升迁」与「拓展」的前瞻性〉、「职场如意」、「逢对时机」、「入对行业」。","0079c84af04fbebb589422bc5fc8e15a349c878691e238f8fb61292c8f1560a3","ACTIVE"]
["LRY-LINE-0978",978,"LRY-PC-0128","ACTIVE_SOURCE_TEXT",["CONTRAST","ALTERNATIVE","QUANTITY"],"\t2.适合自由业或做生意，也可以上班安定，但宜业绩分红薪水〈运气好，可以多收入〉。","ca62c82b490e0b1d5d354f65e88d8c1cd9f952af76a36f4825dd59d30c0451c2","ACTIVE"]
["LRY-LINE-0979",979,"LRY-PC-0128","ACTIVE_SOURCE_TEXT",["QUANTITY","SUBJECT_SCOPE"],"\t3.与子女相处愉快〈事业─子女的疾厄宫〉。","fd49d44e38c27cc92adf6a96e5a01226ab6bc4be4d1acf788c8a53a03195be77","ACTIVE"]
["LRY-LINE-0980",980,"LRY-PC-0128","ACTIVE_SOURCE_TEXT",["CONDITION","CAUSAL","COMPARISON","QUANTITY"],"\t4.禄喜「权」会，则「机遇」会更好、「拓展」的空间会更大。会「科」则「稳当绵长」，会「忌」则「辛苦多得」。","3f3b38dea9654ab4a251fdf9a7155c371fe4354c149408e637a4116e58c27230","ACTIVE"]
["LRY-LINE-0981",981,"LRY-PC-0128","BLANK_FORMAT",[],"","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","ZERO_FORMAT"]
["LRY-LINE-0982",982,"LRY-PC-0129","HEADING_OR_CONTROL",["ASSERTION"],"命权入事业：","5ac488b4ee368318da8b7ecac07251419ffa10bf3746207f2d58b8defb448016","ACTIVE"]
["LRY-LINE-0983",983,"LRY-PC-0129","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t1.「有见地」、「积极」、「开创」、「自信」、「活力」。「应变」、「多谋」。","a2567663bd538f4d999c6b01b154cfcbe082187f3227e7be693d7298254290a0","ACTIVE"]
["LRY-LINE-0984",984,"LRY-PC-0129","ACTIVE_SOURCE_TEXT",["ALTERNATIVE"],"\t〈注：「权」者，权谋或权变，为「开创」与「应变」的能力。〉","6db6ba11e63fa5f22cd79460f6fca160d5731880a174fdd882d5d690a5f1b949","ACTIVE"]
["LRY-LINE-0985",985,"LRY-PC-0129","ACTIVE_SOURCE_TEXT",["CONDITION","QUANTITY"],"\t2.能力好，容易升为「主管」、当「老板」。","e9d8429f67700a0c4ed9c73f1eaa05858e78305cb6e9c74e8676deefd0c98e91","ACTIVE"]
["LRY-LINE-0986",986,"LRY-PC-0129","ACTIVE_SOURCE_TEXT",["QUANTITY"],"\t3.宜开发、企划、专技、专业的「领导」、「执行」。","46fb7b1317043b24bded68b2a15e22d1fc77aee2eb865d965ae73fa1347c8d85","ACTIVE"]
["LRY-LINE-0987",987,"LRY-PC-0129","ACTIVE_SOURCE_TEXT",["CAUSAL","COMPARISON","QUANTITY"],"\t4.权喜「禄」会，则更具「顺手」与「发挥」的空间；会「科」则兼具「果敢」与「细腻」；会「忌」则为拼命三郎。","c805ac7df52f16f3016b7be987aeed7a329db75d2a3ad16c6262d664461861b5","ACTIVE"]
